rt,coherent_direction,coherence,age,gender,resp_confidence,rt_confidence,condition,direction,coherence_level,trial,phase,sub,coh,cor,cj
0.2453000000678,180,0.2,22,M,1,1.45335999992676,speed,left,0.2,5,experimental,143,0.2,0,1
0.663400000194088,0,0.2,22,M,6,0.198314999928698,speed,right,0.2,6,experimental,143,0.2,1,6
0.398235000204295,180,0.2,22,M,6,0.295069999992847,speed,left,0.2,7,experimental,143,0.2,1,6
0.599709999980405,180,0.2,22,M,6,0.138365000020713,speed,left,0.2,8,experimental,143,0.2,1,6
0.361865000100806,0,0.2,22,M,6,0.145714999875054,speed,right,0.2,9,experimental,143,0.2,1,6
0.42259500012733,180,0.2,22,M,6,0.197420000098646,speed,left,0.2,10,experimental,143,0.2,0,6
0.405585000058636,0,0.2,22,M,1,0.612570000113919,speed,right,0.2,11,experimental,143,0.2,1,1
0.578475000103936,180,0.2,22,M,6,0.38719499995932,speed,left,0.2,12,experimental,143,0.2,1,6
0.577999999979511,0,0.2,22,M,6,0.223570000147447,speed,right,0.2,13,experimental,143,0.2,1,6
0.323829999892041,180,0.2,22,M,6,0.252199999988079,speed,left,0.2,14,experimental,143,0.2,1,6
0.582345000002533,180,0.2,22,M,1,0.652994999894872,speed,left,0.2,15,experimental,143,0.2,0,1
0.533210000023246,180,0.2,22,M,6,0.172260000137612,speed,left,0.2,16,experimental,143,0.2,1,6
0.479925000108778,0,0.2,22,M,6,0.162255000090227,speed,right,0.2,17,experimental,143,0.2,1,6
0.479955000104383,0,0.2,22,M,6,0.307825000025332,speed,right,0.2,18,experimental,143,0.2,0,6
0.485385000007227,0,0.2,22,M,6,0.161184999858961,speed,right,0.2,19,experimental,143,0.2,1,6
0.565064999973401,180,0.2,22,M,6,0.18335000006482,speed,left,0.2,20,experimental,143,0.2,1,6
1.10628499998711,0,0.2,22,M,6,0.293165000155568,speed,right,0.2,21,experimental,143,0.2,0,6
0.692345000104979,0,0.2,22,M,6,0.124319999944419,speed,right,0.2,22,experimental,143,0.2,0,6
1.12034499994479,180,0.2,22,M,6,0.28008499997668,speed,left,0.2,23,experimental,143,0.2,1,6
0.836324999807402,180,0.2,22,M,6,0.270034999819472,speed,left,0.2,24,experimental,143,0.2,0,6
0.657654999988154,180,0.2,22,M,6,0.146440000040457,speed,left,0.2,25,experimental,143,0.2,1,6
1.08192999986932,180,0.2,22,M,6,0.0635249998886138,speed,left,0.2,26,experimental,143,0.2,1,6
0.59031999995932,0,0.2,22,M,6,0.110469999955967,speed,right,0.2,27,experimental,143,0.2,1,6
1.43424999993294,180,0.2,22,M,6,0.0738999999593943,speed,left,0.2,28,experimental,143,0.2,1,6
1.72634499985725,180,0.2,22,M,6,0.188899999950081,speed,left,0.2,29,experimental,143,0.2,0,6
0.636015000054613,0,0.2,22,M,6,0.249715000158176,speed,right,0.2,30,experimental,143,0.2,1,6
0.864694999996573,0,0.2,22,M,6,0.119209999917075,speed,right,0.2,31,experimental,143,0.2,1,6
0.857090000063181,0,0.2,22,M,6,0.177980000153184,speed,right,0.2,32,experimental,143,0.2,1,6
0.7725700000301,180,0.2,22,M,6,0.0464000001084059,speed,left,0.2,33,experimental,143,0.2,0,6
1.14859499991871,180,0.2,22,M,6,0.124665000010282,speed,left,0.2,34,experimental,143,0.2,0,6
0.967764999950305,0,0.2,22,M,6,0.214819999877363,speed,right,0.2,35,experimental,143,0.2,0,6
0.82956500002183,0,0.2,22,M,6,0.133370000170544,speed,right,0.2,36,experimental,143,0.2,1,6
0.754659999860451,0,0.2,22,M,6,0.176005000015721,speed,right,0.2,37,experimental,143,0.2,1,6
0.816485000075772,180,0.2,22,M,6,0.0723600001074374,speed,left,0.2,38,experimental,143,0.2,1,6
0.839565000031143,180,0.2,22,M,6,0.132819999940693,speed,left,0.2,39,experimental,143,0.2,0,6
